species,bone,bone_group,specimen,view,source_path,found,img_width,img_height,bbox_x,bbox_y,bbox_width,bbox_height,rbox_width,rbox_height,rbox_angle_deg,area_px,area_ratio,aspect_ratio,extent,solidity,elongation,ellipse_ratio,circularity,convexity,hu1,hu2,hu3,hu4,hu5,hu6,hu7,wp00,wp01,wp02,wp03,wp04,wp05,wp06,wp07,wp08,wp09,wp10,wp11,wp12,wp13,wp14,wp15,wp16,wp17,wp18,wp19,mean_width,std_width,max_width,min_width,curvature_mean,curvature_max
homo_sapiens,sacrum,sacro,sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b,2,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b/homo_sapiens_sacrum_sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b_view002.png,True,512,512,176,69,167,341,337.49,154.07,-10.62,32697.0,0.124729,2.1906,0.5742,0.8312,0.7788,2.4692,0.4416,0.834,0.6153,1.5216,3.526,4.3551,8.5625,-6.8132,-8.3709,54.12,64.56,76.54,78.45,82.01,100.07,114.57,141.41,154.07,152.96,137.48,133.85,140.0,122.06,117.33,103.57,94.72,93.37,83.42,51.36,104.8,31.27,154.07,51.36,0.014964,0.032124
homo_sapiens,sacrum,sacro,sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b,3,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b/homo_sapiens_sacrum_sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b_view003.png,True,512,512,143,86,197,297,300.17,174.25,-28.59,32112.0,0.122498,1.7226,0.5488,0.8256,0.7121,1.8704,0.4844,0.8448,0.6308,1.65,2.752,3.7663,-7.6407,-4.9417,-7.0386,41.1,99.84,117.55,124.57,120.84,148.77,145.66,140.23,147.25,137.91,126.81,119.23,105.75,115.08,118.83,116.44,116.91,106.14,92.74,61.77,115.17,26.24,148.77,41.1,0.014136,0.046417
homo_sapiens,sacrum,sacro,sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b,4,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b/homo_sapiens_sacrum_sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b_view004.png,True,512,512,109,91,237,318,335.79,219.07,-29.01,47801.5,0.182348,1.5328,0.6343,0.8892,0.6055,1.5956,0.5596,0.8558,0.7149,2.1171,2.9722,4.5004,-8.2724,-5.6092,-8.6463,38.07,106.55,124.81,134.22,143.85,206.41,210.88,210.09,198.91,199.0,185.7,172.01,165.88,169.09,166.38,153.46,145.5,137.13,111.41,55.56,151.75,46.81,210.88,38.07,0.010005,0.034689
homo_sapiens,sacrum,sacro,sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b,5,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b/homo_sapiens_sacrum_sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b_view005.png,True,512,512,127,87,229,324,293.82,242.44,-13.69,47475.0,0.181103,1.2119,0.6399,0.9037,0.5437,1.4319,0.5961,0.8808,0.7428,2.3394,3.2558,5.0329,-9.5648,-6.6658,9.2172,153.29,172.69,180.34,192.97,226.67,222.1,217.34,205.47,194.49,191.39,190.0,186.27,175.19,163.08,157.41,144.31,134.54,113.45,95.33,81.02,169.87,39.31,226.67,81.02,0.015645,0.029959
homo_sapiens,sacrum,sacro,sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b,6,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b/homo_sapiens_sacrum_sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b_view006.png,True,512,512,117,76,225,294,284.27,212.08,-59.12,39943.5,0.152372,1.3404,0.6038,0.9071,0.4499,1.4139,0.6349,0.9029,0.749,2.3965,3.4404,4.7206,8.8013,5.9279,10.3079,25.9,37.23,66.72,74.61,102.73,126.06,149.03,164.65,194.14,202.88,209.56,211.09,205.26,189.16,177.82,174.24,169.63,163.46,157.61,157.44,147.96,55.83,211.09,25.9,0.018265,0.038239
homo_sapiens,sacrum,sacro,sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b,7,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b/homo_sapiens_sacrum_sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b_view007.png,True,512,512,122,129,227,248,273.09,173.5,-37.34,29980.5,0.114367,1.574,0.5326,0.8174,0.6142,1.7298,0.5278,0.8628,0.6612,1.8159,2.786,3.6635,7.1299,5.351,6.9749,59.62,87.8,104.01,112.11,94.24,83.74,97.3,131.25,138.78,144.32,141.48,139.24,132.95,135.04,141.21,139.09,135.0,122.8,99.35,76.82,115.81,25.28,144.32,59.62,0.017639,0.047241
homo_sapiens,sacrum,sacro,sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b,8,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b/homo_sapiens_sacrum_sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b_view008.png,True,512,512,106,100,287,289,285.27,284.6,-87.06,53220.5,0.20302,1.0023,0.6417,0.8905,0.1565,1.0803,0.5904,0.862,0.7495,3.3592,2.7566,5.3551,9.4122,7.2343,10.5167,47.04,124.2,199.97,232.23,240.35,266.98,275.28,255.87,257.23,253.13,255.77,243.37,258.51,214.28,186.27,166.83,152.9,125.25,101.97,68.17,196.28,69.14,275.28,47.04,0.018811,0.051718
homo_sapiens,sacrum,sacro,sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b,9,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b/homo_sapiens_sacrum_sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b_view009.png,True,512,512,109,103,271,294,289.47,270.67,-2.57,54192.0,0.206726,1.0695,0.6802,0.9127,0.1165,1.2006,0.6204,0.8869,0.757,3.1116,2.9582,5.7584,-10.591,7.4339,-10.1427,65.38,80.1,140.26,155.25,169.19,181.18,191.21,202.29,207.0,206.88,211.01,220.23,224.55,235.35,249.29,263.32,270.27,270.49,251.42,242.2,201.84,55.96,270.49,65.38,0.008701,0.024925
homo_sapiens,sacrum,sacro,sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b,10,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b/homo_sapiens_sacrum_sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b_view010.png,True,512,512,126,134,240,240,244.63,226.29,-19.7,38234.0,0.145851,1.0811,0.6638,0.8888,0.3173,1.1883,0.6203,0.8787,0.7786,3.2191,3.7731,5.329,9.9766,6.9565,10.1025,124.45,165.42,162.39,165.08,190.43,197.56,204.95,206.3,223.93,226.29,223.06,203.08,194.41,190.24,173.69,145.7,123.03,74.86,49.43,36.39,164.04,54.97,226.29,36.39,0.02708,0.068603
homo_sapiens,sacrum,sacro,sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b,11,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b/homo_sapiens_sacrum_sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b_view011.png,True,512,512,95,149,314,186,318.43,171.46,-82.46,33823.0,0.129025,1.8572,0.5791,0.8015,0.7467,2.3659,0.4624,0.8456,0.6111,1.5109,3.4567,4.5923,-8.7345,-5.4137,-8.8061,63.04,111.48,117.04,104.82,104.3,100.45,101.57,125.03,168.57,168.57,168.97,136.19,125.29,109.05,107.2,111.66,105.27,117.42,103.55,65.62,115.75,27.75,168.97,63.04,0.020761,0.039248
homo_sapiens,sacrum,sacro,sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b,12,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b/homo_sapiens_sacrum_sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b_view012.png,True,512,512,138,130,242,271,267.67,241.89,-4.2,46966.5,0.179163,1.1066,0.7161,0.9326,0.1943,1.1516,0.6148,0.8501,0.772,3.2552,3.1531,6.0508,10.9473,-7.8737,-10.7174,54.56,93.92,116.69,131.38,149.26,173.63,183.46,195.57,207.25,212.53,217.32,224.82,227.27,233.77,238.75,241.89,240.09,217.88,209.46,182.24,187.59,51.54,241.89,54.56,0.010485,0.032631
homo_sapiens,sacrum,sacro,sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b,13,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b/homo_sapiens_sacrum_sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b_view013.png,True,512,512,122,111,277,299,298.0,276.0,-90.0,56644.0,0.21608,1.0797,0.6839,0.9501,0.1112,1.2688,0.6794,0.9136,0.7577,2.9379,2.9136,5.6932,9.9999,7.1637,10.9114,223.0,250.0,274.0,275.0,273.0,260.0,248.0,233.0,224.0,209.0,2.0,207.0,198.0,183.0,167.0,158.0,144.0,116.0,96.0,64.0,190.2,73.17,275.0,2.0,0.011597,0.03755
homo_sapiens,sacrum,sacro,sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b,14,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b/homo_sapiens_sacrum_sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b_view014.png,True,512,512,134,107,280,255,283.25,242.95,-58.78,46049.0,0.175663,1.1659,0.6449,0.9196,0.2142,1.1743,0.6539,0.8993,0.7724,3.2976,3.2327,5.1518,9.444,6.8115,-9.5606,27.76,47.14,55.51,64.84,110.27,153.5,176.46,201.0,209.58,221.91,228.83,226.55,240.93,233.24,222.01,220.23,218.85,203.07,197.24,154.71,170.68,68.54,240.93,27.76,0.020643,0.040854
homo_sapiens,sacrum,sacro,sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b,15,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b/homo_sapiens_sacrum_sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b_view015.png,True,512,512,173,123,187,235,265.09,149.55,-65.13,25032.0,0.09549,1.7727,0.5696,0.8617,0.6438,1.9004,0.5321,0.873,0.6696,1.7655,3.1583,4.0425,7.7253,5.1365,-7.8932,55.46,76.97,84.36,74.24,82.67,96.11,108.61,114.5,117.04,146.72,144.15,140.04,127.89,120.37,110.78,109.52,119.46,100.42,59.57,21.58,100.52,31.31,146.72,21.58,0.022843,0.068694
homo_sapiens,sacrum,sacro,sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b,16,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b/homo_sapiens_sacrum_sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b_view016.png,True,512,512,125,99,287,273,285.18,245.39,-25.94,46254.5,0.176447,1.1621,0.5903,0.8666,0.337,1.2932,0.5673,0.8526,0.7255,2.4243,2.7718,4.2144,7.7409,5.4731,-8.1308,93.93,125.26,129.44,132.67,144.87,139.07,136.15,127.42,135.98,153.53,179.87,224.08,231.71,243.91,241.43,245.05,241.55,229.01,191.88,127.45,173.71,50.22,245.05,93.93,0.018227,0.03857
homo_sapiens,sacrum,sacro,sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b,17,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b/homo_sapiens_sacrum_sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b_view017.png,True,512,512,160,98,241,312,311.28,239.27,-89.46,51908.0,0.198013,1.3009,0.6903,0.9081,0.5009,1.3721,0.5956,0.8685,0.7431,2.4508,3.0358,5.1122,-9.1889,-6.3878,10.131,72.02,212.99,227.17,237.99,239.04,236.14,232.03,224.84,213.86,201.95,202.93,197.93,191.99,179.96,166.01,149.02,139.01,105.01,97.91,48.09,178.79,56.95,239.04,48.09,0.0118,0.037796
homo_sapiens,sacrum,sacro,sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b,18,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b/homo_sapiens_sacrum_sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b_view018.png,True,512,512,159,94,225,311,304.34,223.63,-85.85,44594.0,0.170113,1.3609,0.6373,0.9021,0.4873,1.4445,0.605,0.8849,0.7473,2.3806,3.3764,5.2613,-9.7468,-6.6561,-9.7157,45.39,93.34,106.3,115.21,142.35,154.54,167.36,173.41,184.75,203.68,210.82,223.63,218.88,203.41,173.41,155.9,160.54,162.68,140.16,23.65,152.97,52.8,223.63,23.65,0.015934,0.037784
homo_sapiens,sacrum,sacro,sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b,19,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b/homo_sapiens_sacrum_sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b_view019.png,True,512,512,166,66,190,302,303.33,186.37,-85.38,35602.0,0.135811,1.6276,0.6205,0.8557,0.5469,1.648,0.5932,0.8928,0.7155,2.0569,3.8142,4.5914,8.7955,5.6409,-9.902,31.06,53.96,73.41,89.33,109.37,126.64,141.43,176.67,183.97,170.44,165.59,158.64,159.1,164.05,164.81,163.89,151.59,100.56,68.26,39.6,124.62,48.43,183.97,31.06,0.019512,0.052804
homo_sapiens,sacrum,sacro,sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b,20,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b/homo_sapiens_sacrum_sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b_view020.png,True,512,512,174,86,208,318,327.62,179.23,-63.97,35371.5,0.134932,1.828,0.5348,0.8087,0.6832,1.9745,0.4543,0.8331,0.6119,1.5747,2.6407,3.7068,-7.0388,-4.5837,7.0236,45.08,96.94,123.94,130.08,121.81,125.4,126.76,149.08,150.31,141.74,133.64,128.83,119.89,122.37,125.11,114.95,109.58,110.82,85.43,45.66,115.37,27.74,150.31,45.08,0.012713,0.039345
homo_sapiens,sacrum,sacro,sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b,21,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b/homo_sapiens_sacrum_sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b_view021.png,True,512,512,167,96,209,314,309.17,202.66,-85.13,39964.0,0.152451,1.5256,0.609,0.8663,0.6437,1.7091,0.567,0.89,0.6961,2.0545,2.7607,3.9662,7.3821,5.0263,7.6637,17.28,71.42,86.82,100.34,106.83,113.44,115.5,126.97,17.4,149.54,159.0,176.02,187.17,198.81,196.29,197.18,188.79,172.17,158.13,105.64,132.24,54.48,198.81,17.28,0.013182,0.030956
homo_sapiens,sacrum,sacro,sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b,22,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b/homo_sapiens_sacrum_sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b_view022.png,True,512,512,169,102,211,305,286.57,203.03,-58.47,38139.5,0.145491,1.4115,0.5926,0.8638,0.5748,1.5607,0.5029,0.8221,0.7194,2.1437,3.0533,3.9619,7.5471,5.1174,7.7307,32.81,89.42,109.52,112.47,107.64,128.45,137.9,152.97,157.87,168.76,178.31,183.31,188.83,179.72,174.47,187.36,190.63,177.86,108.61,61.19,141.41,44.79,190.63,32.81,0.012615,0.047671
homo_sapiens,sacrum,sacro,sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b,23,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b/homo_sapiens_sacrum_sketchfab_3f7cfb377bb74b49aaf3a98e8933e94b_view023.png,True,512,512,168,87,176,326,311.19,160.64,-70.56,29620.5,0.112993,1.9372,0.5163,0.7704,0.79,2.0251,0.4034,0.8234,0.5969,1.5398,2.5062,2.9631,5.7354,3.8676,6.0968,39.55,119.26,123.2,123.37,119.04,139.67,158.48,147.83,131.46,124.31,116.04,106.45,99.96,80.76,72.22,75.55,76.83,92.02,73.0,51.7,103.53,31.45,158.48,39.55,0.012451,0.03984
homo_sapiens,sacrum,sacro,sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4,0,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4/homo_sapiens_sacrum_sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4_view000.png,True,512,512,140,90,231,304,302.6,230.15,-89.5,49307.5,0.188093,1.3148,0.7021,0.941,0.3961,1.4755,0.6785,0.909,0.7493,2.4817,3.0378,4.845,8.7865,6.0859,-10.5081,136.02,139.11,224.01,229.96,230.1,227.08,223.03,216.0,207.02,196.01,188.02,181.02,177.03,169.01,158.03,143.0,123.01,111.02,98.01,68.0,172.22,47.44,230.1,68.0,0.00337,0.006586
homo_sapiens,sacrum,sacro,sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4,1,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4/homo_sapiens_sacrum_sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4_view001.png,True,512,512,142,101,234,278,270.37,230.53,-71.57,46148.0,0.176041,1.1728,0.7094,0.9483,0.2881,1.3062,0.6849,0.9069,0.7638,2.8847,3.0918,5.3609,10.3982,6.9925,9.5926,96.45,139.46,212.19,215.03,228.0,229.9,228.63,221.68,215.67,206.81,207.76,199.22,191.63,180.57,171.4,164.44,156.22,134.71,106.25,62.3,178.42,47.55,229.9,62.3,0.015287,0.045357
homo_sapiens,sacrum,sacro,sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4,2,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4/homo_sapiens_sacrum_sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4_view002.png,True,512,512,149,104,213,334,334.89,208.05,-14.6,47239.5,0.180204,1.6097,0.664,0.9602,0.5677,1.7548,0.6598,0.9177,0.7215,2.0986,2.9614,4.0022,7.4882,5.0565,-8.3473,24.53,67.44,83.68,113.8,121.2,134.45,148.16,157.59,168.58,177.54,187.42,198.35,202.65,205.43,207.2,197.4,193.78,177.5,129.75,17.96,145.72,57.34,207.2,17.96,0.009573,0.037264
homo_sapiens,sacrum,sacro,sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4,3,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4/homo_sapiens_sacrum_sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4_view003.png,True,512,512,136,114,242,246,235.43,234.38,-22.65,40043.5,0.152754,1.0045,0.6726,0.9182,0.2856,1.1308,0.6688,0.9013,0.7707,3.3094,3.254,6.2432,11.047,-7.8991,-11.3162,15.15,83.92,138.0,161.08,172.16,182.85,195.01,205.39,211.31,216.62,217.0,217.46,221.0,228.08,233.77,234.23,228.62,167.77,155.3,140.77,181.27,54.32,234.23,15.15,0.017257,0.070398
homo_sapiens,sacrum,sacro,sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4,4,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4/homo_sapiens_sacrum_sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4_view004.png,True,512,512,144,83,200,325,321.48,196.98,-87.85,42223.0,0.161068,1.632,0.6496,0.8507,0.5912,1.6718,0.5762,0.9089,0.6852,1.952,2.6688,3.5502,6.9045,4.8625,6.7447,74.14,96.72,101.76,102.68,118.86,126.85,133.17,139.32,148.16,153.23,161.19,172.14,180.14,184.64,187.53,186.57,180.61,171.73,134.09,15.88,138.47,43.32,187.53,15.88,0.008854,0.055416
homo_sapiens,sacrum,sacro,sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4,5,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4/homo_sapiens_sacrum_sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4_view005.png,True,512,512,170,83,193,340,340.65,187.92,-88.86,41737.0,0.159214,1.8128,0.636,0.8333,0.6959,1.7217,0.5425,0.9064,0.6515,1.763,2.5493,3.3909,6.7355,4.9902,-6.4036,57.99,128.05,164.37,168.37,166.47,172.44,169.17,164.21,155.13,149.03,142.11,5.62,134.65,131.62,124.66,110.72,106.76,96.62,92.66,50.99,124.58,44.39,172.44,5.62,0.011621,0.027607
homo_sapiens,sacrum,sacro,sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4,6,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4/homo_sapiens_sacrum_sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4_view006.png,True,512,512,133,132,250,210,258.01,185.13,-61.35,32019.5,0.122145,1.3937,0.6099,0.8702,0.4522,1.5718,0.5987,0.8905,0.737,2.3185,3.322,4.5539,-8.6164,-5.8435,-8.6718,36.71,52.74,59.93,106.46,108.86,113.4,148.05,164.73,167.29,166.64,175.49,170.86,160.42,149.97,148.53,139.43,143.9,10.38,148.37,71.51,122.18,48.81,175.49,10.38,0.021648,0.062332
homo_sapiens,sacrum,sacro,sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4,7,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4/homo_sapiens_sacrum_sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4_view007.png,True,512,512,151,114,197,306,309.85,185.76,-3.1,36908.0,0.140793,1.668,0.6123,0.8307,0.6337,1.6082,0.5391,0.9006,0.6743,1.9043,2.5912,3.5555,7.6299,-5.4307,6.631,76.94,150.32,153.7,149.86,148.97,160.34,158.9,155.04,3.4,147.78,151.13,151.35,144.17,9.5,128.87,111.11,100.31,86.66,60.1,34.95,114.17,50.46,160.34,3.4,0.017518,0.035344
homo_sapiens,sacrum,sacro,sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4,8,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4/homo_sapiens_sacrum_sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4_view008.png,True,512,512,163,97,209,291,304.87,172.39,-79.96,31758.5,0.121149,1.7685,0.5222,0.7561,0.7016,1.8575,0.4478,0.8445,0.6449,1.7482,2.7066,3.1043,6.0526,4.0572,-6.3834,19.06,102.59,116.5,134.35,169.79,172.39,163.19,163.6,155.71,138.45,128.38,123.1,111.69,89.15,82.72,75.93,85.14,85.96,90.94,74.96,114.18,38.93,172.39,19.06,0.01918,0.05969
homo_sapiens,sacrum,sacro,sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4,9,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4/homo_sapiens_sacrum_sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4_view009.png,True,512,512,138,94,213,294,312.77,162.15,-13.77,30374.5,0.11587,1.9289,0.485,0.7451,0.745,1.9855,0.4214,0.8374,0.6171,1.626,2.5723,2.9385,5.7247,3.8498,6.1336,74.95,92.96,74.53,82.54,76.45,72.82,80.81,104.29,117.35,124.09,131.94,146.94,157.13,160.01,161.37,141.41,139.63,119.57,67.91,18.43,107.26,37.65,161.37,18.43,0.015466,0.050071
homo_sapiens,sacrum,sacro,sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4,10,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4/homo_sapiens_sacrum_sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4_view010.png,True,512,512,130,116,223,263,281.03,172.02,-70.0,29487.0,0.112484,1.6337,0.5028,0.7544,0.5929,1.5993,0.478,0.8801,0.6456,1.8272,2.4432,3.4262,-6.4618,-4.4042,-6.5759,84.15,109.27,143.37,137.47,133.45,119.35,119.7,121.41,124.48,128.15,132.42,133.36,140.45,134.73,115.33,106.96,109.27,92.27,92.27,14.1,114.6,28.25,143.37,14.1,0.013214,0.044373
homo_sapiens,sacrum,sacro,sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4,11,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4/homo_sapiens_sacrum_sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4_view011.png,True,512,512,167,95,214,258,248.95,174.22,-62.29,27565.0,0.105152,1.4289,0.4993,0.7752,0.4755,1.5497,0.5024,0.8601,0.6947,2.0085,2.994,3.8987,10.2622,-5.8916,7.3451,50.07,112.0,108.7,112.09,102.93,116.94,143.54,148.77,142.79,138.65,125.37,118.76,132.79,140.0,150.07,157.58,153.62,143.59,66.18,20.59,119.25,35.4,157.58,20.59,0.027843,0.065524
homo_sapiens,sacrum,sacro,sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4,12,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4/homo_sapiens_sacrum_sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4_view012.png,True,512,512,152,86,228,319,341.9,156.95,-21.28,28355.5,0.108168,2.1783,0.3899,0.6593,0.7979,2.0022,0.3631,0.8651,0.4863,1.2167,1.9665,2.5318,4.9432,3.7634,4.9204,78.91,108.48,103.56,124.94,126.6,125.41,118.06,111.53,115.21,105.47,84.25,80.05,78.18,82.79,75.17,69.63,75.74,78.54,65.34,42.77,92.53,23.01,126.6,42.77,0.010233,0.028956
homo_sapiens,sacrum,sacro,sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4,13,/root/dev/base_datos_osea/renders/homo_sapiens/sacrum/sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4/homo_sapiens_sacrum_sketchfab_c606367c21f64fe6b6d6f8f2b3ec4da4_view013.png,True,512,512,140,91,221,322,358.44,148.62,-70.16,28584.5,0.109041,2.4118,0.4017,0.679,0.8333,2.1891,0.3706,0.8741,0.5027,1.236,2.0903,2.437,4.7308,3.2547,-5.1449,38.12,59.34,63.1,59.49,55.81,75.07,76.06,71.35,80.91,87.58,106.51,112.81,118.03,129.51,125.77,126.95,129.92,116.37,93.45,46.48,88.63,29.37,129.92,38.12,0.008006,0.021087
